"SOURCE_TABLE","SOURCE_COLUMN","SOURCE_VALUE","SOURCE_DESCRIPTION","TARGET_TABLE","TARGET_COLUMN","TARGET_CONCEPT_ID_CHAR","COMMENTS","TARGET_CONCEPT_ID"
"VITAL","DIASTOLIC_BP_POSITION","UN","UN=Unknown","","","3012888","UNC","3012888"
"VITAL","SYSTOLIC_BP_POSITION","01","01=Sitting","","","3018586","From N3C","3018586"
"VITAL","TOBACCO_TYPE","05","05=Use  of  smoked  tobacco  but  no  information  about  non-smoked  tobacco  use","","","0","From N3C","0"
"VITAL","TOBACCO_TYPE","UN","UN=Unknown","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mU/mg","milli enzyme unit per milligram","","","45891030","From N3C","45891030"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mU/mmol{RBCs}","milli  enzyme unit per millimole of red blood cells","","","9083","From N3C","9083"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","meq/dL","milliequivalent per deciliter","","","9553","From N3C","9553"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mg/d/{1.73_m2}","milligram per day per 1.73 square meter","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mg/kg/(8.h)","milligram per kilogram per 8 hour","","","9691","From N3C","9691"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mg{FEU}/L","milligram fibrinogen equivalent unit per liter","","","44777663","From N3C","44777663"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mm/h","millimeter per hour","","","8752","From N3C","8752"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mm[H2O]","millimeter of water","","","8588","From N3C","8588"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mmol/(6.h)","millimole per 6 hour","","","8910","From N3C","8910"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mmol/(8.h)","millimole per 8 hour","","","8910","From N3C","8910"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mmol/L{RBCs}","millimole per liter of red blood cells","","","9083","From N3C","9083"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mmol/kg/d","millimole per kilogram per day","","","9577","From N3C","9577"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mmol/kg/h","millimole per kilogram per hour","","","9577","From N3C","9577"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","kU","kilo enzyme unit","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","kat","katal","","","9526","From N3C","9526"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","kat/L","katal per liter","","","44777601","From N3C","44777601"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","kcal","kilocalorie","","","9528","From N3C","9528"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","kg/L","kilogram per liter","","","9530","From N3C","9530"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","m2","square meter","","","8617","From N3C","8617"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","m2/s","square meter per second","","","44777607","From N3C","44777607"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mL","milliliter","","","8587","From N3C","8587"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mL/kg","milliliter per kilogram","","","9571","From N3C","9571"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mL/m2","milliliter per square meter","","","32739","From N3C","32739"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mL/min/{1.73_m2}","milliliter per minute per 1.73 square meter","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mU/mg{creat}","milli enzyme unit per milligram of creatinine","","","9074","From N3C","9074"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","m[IU]/L","milli international unit per liter","","","8923","From N3C","8923"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mbar/L/s","millibar per liter per second","","","44777614","From N3C","44777614"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","meq","milliequivalent","","","9551","From N3C","9551"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","meq/d","milliequivalent per day","","","9551","From N3C","9551"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mg/(12.h)","milligram per 12 hour","","","8908","From N3C","8908"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mg/(2.h)","milligram per 2 hour","","","44777610","From N3C","44777610"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mg/d","milligram per day","","","45890997","From N3C","45890997"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mg/dl","milligram per deciliter","","","8840","From N3C","8840"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mg/g{creat}","milligram per gram of creatinine","","","9017","From N3C","9017"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mmol/g{creat}","millimole per gram of creatinine","","","9018","From N3C","9018"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mmol/h","millimole per hour","","","8752","From N3C","8752"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mmol/h/mg{prot}","millimole per hour per milligram of protein","","","9145","From N3C","9145"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mmol/kg/(8.h)","millimole per kilogram per 8 hour","","","9577","From N3C","9577"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mmol/{specimen}","millimole per specimen","","","44777615","From N3C","44777615"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mo","month","","","9580","From N3C","9580"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","mol/s","mole per second","","","44777621","From N3C","44777621"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","ng/dL","nanogram per deciliter","","","8817","From N3C","8817"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","ng/kg","nanogram per kilogram","","","9602","From N3C","9602"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","ng/kg/min","nanogram per kilogram per minute","","","9602","From N3C","9602"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","nmol/(24.h)","nanomole per 24 hour","","","44777627","From N3C","44777627"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","nmol/d","nanomole per day","","","9614","From N3C","9614"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","nmol/g","nanomole per gram","","","9609","From N3C","9609"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","nmol/g{creat}","nanomole per gram of creatinine","","","9610","From N3C","9610"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","nmol/mL/min","nanomole per milliliter per minute","","","44777635","From N3C","44777635"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","nmol/mg/h","nanomole per milligram per hour","","","8993","From N3C","8993"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","nmol/min/mg{prot}","nanomole per minute per milligram of protein","","","9611","From N3C","9611"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","nmol/mmol","nanomole per millimole","","","9612","From N3C","9612"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","nmol/s","nanomole per second","","","44777637","From N3C","44777637"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","nmol/umol{creat}","nanomole per micromole  of creatinine","","","44777636","From N3C","44777636"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","nmol{BCE}/L","nanomole bone collagen equivalent per liter","","","8881","From N3C","8881"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","picogram per milliliter","picogram per milliliter","","","8845","From N3C","8845"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","pmol/h/mg{prot}","picomole per hour per milligram of protein","","","9145","From N3C","9145"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","pmol/mL","picomole per milliliter","","","9632","From N3C","9632"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","ug/(100.g)","microgram per 100 gram","","","9656","From N3C","9656"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","ug/(8.h)","microgram per 8 hour","","","44777645","From N3C","44777645"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","ug/L/(24.h)","microgram per liter per 24 hour","","","8906","From N3C","8906"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","ug/d","microgram per day","","","45890998","From N3C","45890998"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","ug/g{dry_tissue}","microgram per gram of dry tissue","","","8720","From N3C","8720"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","ug/g{hair}","microgram per gram of hair","","","8720","From N3C","8720"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","ug/h","microgram per hour","","","44777645","From N3C","44777645"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","ug/mL{class}","microgram per milliliter class","","","8859","From N3C","8859"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","ug/mmol","microgram per millimole","","","32408","From N3C","32408"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","ug/mmol{creat}","microgram per millimole of creatinine","","","44777646","From N3C","44777646"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","ug/ng","microgram per nanogram","","","9664","From N3C","9664"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","um","micrometer","","","9666","From N3C","9666"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","umol/(2.h)","micromole per 2 hour","","","8907","From N3C","8907"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","umol/dL{GF}","micromole per deciliter of glomerular filtrate","","","8839","From N3C","8839"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","umol/mL/min","micromole per milliliter per minute","","","9673","From N3C","9673"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","umol/mmol","micromole per millimole","","","44777656","From N3C","44777656"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","{#}/L","number per liter","","","44777604","From N3C","44777604"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","{#}/{platelet}","molecule per platelet","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","{AHF'U}","American Hospital Formulary unit","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","{EIA_titer}","EIA titer","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","{ELISA'U}","ELISA unit","","","8600","From N3C","8600"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","{Ehrlich'U}/(2.h)","Ehrlich unit per 2 hour","","","8480","From N3C","8480"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","{HA_titer}","influenza hemagglutination titer","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","{IFA_titer}","Immunofluorescence assay titer","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","{ISR}","immune status ratio","","","8488","From N3C","8488"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","{KCT'U}","kaolin clotting time","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","{Log_IU}/mL","log (base 10) international unit per milliliter","","","9084","From N3C","9084"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","{RBC}/uL","red blood cell per microliter","","","9428","From N3C","9428"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","{WBCs}","white blood cells","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","{copies}","copies","","","44777570","From N3C","44777570"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","{dilution}","dilution","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","{index_val}","index value","","","44777565","From N3C","44777565"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","{minidrop}/min","minidrop per minute","","","0","From N3C","0"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","{ratio}","ratio","","","8523","From N3C","8523"
"PRESCRIBING","RX_DOSE_ORDERED_UNIT","{spermatozoa}/mL","spermatozoa per milliliter","","","9430","From N3C","9430"
"PRESCRIBING","RX_FREQUENCY","11","11=Once","","","0","From N3C","0"
"PRESCRIBING","RX_FREQUENCY","2","02=Two  times  a  day  (BID)","","","0","From N3C","0"
"PRESCRIBING","RX_PRN_FLAG","N","N=No","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","EUS","Basque","","","44784498","From N3C","44784498"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","EWE","Ewe","","","46285406","From N3C","46285406"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","FAS","Persian","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","FAT","Fanti","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","FON","Fon","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","FUR","Friulian","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","IBO","Igbo","","","4256642","From N3C","4256642"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","III","Sichuan  Yi;  Nuosu","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","IKU","Inuktitut","","","44782489","From N3C","44782489"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","IPK","Inupiaq","","","44784506","From N3C","44784506"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","KBD","Kabardian","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","LTZ","Luxembourgish;  Letzeburgesch","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","MAD","Madurese","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","MAN","Mandingo","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","MDR","Mandar","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","MWL","Mirandese","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","NDO","Ndonga","","","46287227","From N3C","46287227"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","NOG","Nogai","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","NYA","Chichewa;  Chewa;  Nyanja","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","OCI","Occitan  (post  1500)","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","OJI","Ojibwa","","","46285421","From N3C","46285421"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","ORI","Oriya","","","44782900","From N3C","44782900"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","PAP","Papiamento","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","RAJ","Rajasthani","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","RON","Romanian;  Moldavian;  Moldovan","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","RUN","Rundi","","","44784515","From N3C","44784515"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SMO","Samoan","","","44784516","From N3C","44784516"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SUK","Sukuma","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","SWA","Swahili","","","4152253","From N3C","4152253"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","TPI","Tok  Pisin","","","0","From N3C","0"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","TUR","Turkish","","","4233052","From N3C","4233052"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","YID","Yiddish","","","44782921","From N3C","44782921"
"DEMOGRAPHIC","PAT_PREF_LANGUAGE_SPOKEN","ZAP","Zapotec","","","0","From N3C","0"
"DEMOGRAPHIC","SEX","M","","PERSON","GENDER_CONCEPT_ID","8507","From N3C","8507"
"DEMOGRAPHIC","SEXUAL_ORIENTATION","BI","BI=Bisexual","","","4170582","From N3C","4170582"
"DEMOGRAPHIC","SEXUAL_ORIENTATION","DC","DC=Decline  to  answer","","","0","From N3C","0"
"DEMOGRAPHIC","SEXUAL_ORIENTATION","MU","MU=Multiple  sexual  orientations","","","0","From N3C","0"
"DEMOGRAPHIC","SEXUAL_ORIENTATION","QU","QU=Queer","","","0","From N3C","0"
"ENCOUNTER","ENC_TYPE","TH","Telehealth","VISIT_OCCURRENCE","VISIT_CONCEPT_ID","5083","","5083"
"ENCOUNTER","ADMITTING_SOURCE","AF","Adult  Foster  Home","VISIT_OCCURRENCE","ADMITTED_FROM_CONCEPT_ID","8882","","8882"
"ENCOUNTER","ADMITTING_SOURCE","AV","Ambulatory  Visit","VISIT_OCCURRENCE","ADMITTED_FROM_CONCEPT_ID","38004207","","38004207"
"ENCOUNTER","ADMITTING_SOURCE","AL","Assisted  Living  Facility","VISIT_OCCURRENCE","ADMITTED_FROM_CONCEPT_ID","8615","","8615"
"ENCOUNTER","ADMITTING_SOURCE","ED","Emergency  Department","VISIT_OCCURRENCE","ADMITTED_FROM_CONCEPT_ID","8870","","8870"
"ENCOUNTER","ADMITTING_SOURCE","HO","Home  /  Self  Care","VISIT_OCCURRENCE","ADMITTED_FROM_CONCEPT_ID","0","","0"
"ENCOUNTER","ADMITTING_SOURCE","HH","Home  Health","VISIT_OCCURRENCE","ADMITTED_FROM_CONCEPT_ID","38004519","","38004519"
"ENCOUNTER","ADMITTING_SOURCE","HS","Hospice","VISIT_OCCURRENCE","ADMITTED_FROM_CONCEPT_ID","8546","","8546"
"ENCOUNTER","ADMITTING_SOURCE","IH","Intra-hospital","VISIT_OCCURRENCE","ADMITTED_FROM_CONCEPT_ID","38004515","","38004515"
"ENCOUNTER","ADMITTING_SOURCE","NI","No  information","VISIT_OCCURRENCE","ADMITTED_FROM_CONCEPT_ID","0","","0"
"ENCOUNTER","ADMITTING_SOURCE","NH","Nursing  Home  (Includes  ICF)","VISIT_OCCURRENCE","ADMITTED_FROM_CONCEPT_ID","8676","","8676"
"ENCOUNTER","ADMITTING_SOURCE","OT","Other","VISIT_OCCURRENCE","ADMITTED_FROM_CONCEPT_ID","0","","0"
"ENCOUNTER","ADMITTING_SOURCE","IP","Other  Acute  Inpatient  Hospital","VISIT_OCCURRENCE","ADMITTED_FROM_CONCEPT_ID","38004515","","38004515"
"ENCOUNTER","ADMITTING_SOURCE","RH","Rehabilitation  Facility","VISIT_OCCURRENCE","ADMITTED_FROM_CONCEPT_ID","38004285","","38004285"
"ENCOUNTER","ADMITTING_SOURCE","RS","Residential  Facility","VISIT_OCCURRENCE","ADMITTED_FROM_CONCEPT_ID","38004343","","38004343"
"ENCOUNTER","ADMITTING_SOURCE","SN","Skilled  Nursing  Facility","VISIT_OCCURRENCE","ADMITTED_FROM_CONCEPT_ID","8863","","8863"
"ENCOUNTER","ADMITTING_SOURCE","UN","Unknown","VISIT_OCCURRENCE","ADMITTED_FROM_CONCEPT_ID","0","","0"
"ENCOUNTER","DISCHARGE_STATUS","AW","Absent  without  leave","VISIT_OCCURRENCE","DISCHARGED_TO_CONCEPT_ID","0","","0"
"ENCOUNTER","DISCHARGE_STATUS","AF","Adult  Foster  Home","VISIT_OCCURRENCE","DISCHARGED_TO_CONCEPT_ID","8882","","8882"
"ENCOUNTER","DISCHARGE_STATUS","AM","Against  Medical  Advice","VISIT_OCCURRENCE","DISCHARGED_TO_CONCEPT_ID","0","","0"
"ENCOUNTER","DISCHARGE_STATUS","AL","Assisted  Living  Facility","VISIT_OCCURRENCE","DISCHARGED_TO_CONCEPT_ID","8615","","8615"
"ENCOUNTER","DISCHARGE_STATUS","EX","Expired","VISIT_OCCURRENCE","DISCHARGED_TO_CONCEPT_ID","0","","0"
"ENCOUNTER","DISCHARGE_STATUS","HO","Home  /  Self  Care","VISIT_OCCURRENCE","DISCHARGED_TO_CONCEPT_ID","0","","0"
"ENCOUNTER","DISCHARGE_STATUS","HH","Home  Health","VISIT_OCCURRENCE","DISCHARGED_TO_CONCEPT_ID","38004519","","38004519"
"ENCOUNTER","DISCHARGE_STATUS","HS","Hospice","VISIT_OCCURRENCE","DISCHARGED_TO_CONCEPT_ID","8546","","8546"
"ENCOUNTER","DISCHARGE_STATUS","NI","No  information","VISIT_OCCURRENCE","DISCHARGED_TO_CONCEPT_ID","0","","0"
"ENCOUNTER","DISCHARGE_STATUS","NH","Nursing  Home  (Includes  ICF)","VISIT_OCCURRENCE","DISCHARGED_TO_CONCEPT_ID","8676","","8676"
"ENCOUNTER","DISCHARGE_STATUS","OT","Other","VISIT_OCCURRENCE","DISCHARGED_TO_CONCEPT_ID","0","","0"
"ENCOUNTER","DISCHARGE_STATUS","IP","Other  Acute  Inpatient  Hospital","VISIT_OCCURRENCE","DISCHARGED_TO_CONCEPT_ID","8717","","8717"
"ENCOUNTER","DISCHARGE_STATUS","RH","Rehabilitation  Facility","VISIT_OCCURRENCE","DISCHARGED_TO_CONCEPT_ID","38004285","","38004285"
"ENCOUNTER","DISCHARGE_STATUS","RS","Residential  Facility","VISIT_OCCURRENCE","DISCHARGED_TO_CONCEPT_ID","38004343","","38004343"
"ENCOUNTER","DISCHARGE_STATUS","SN","Skilled  Nursing  Facility","VISIT_OCCURRENCE","DISCHARGED_TO_CONCEPT_ID","8863","","8863"
"ENCOUNTER","DISCHARGE_STATUS","SH","Still  In  Hospital","VISIT_OCCURRENCE","DISCHARGED_TO_CONCEPT_ID","38004515","","38004515"
"ENCOUNTER","DISCHARGE_STATUS","UN","Unknown","VISIT_OCCURRENCE","DISCHARGED_TO_CONCEPT_ID","0","","0"
"PRESCRIBING","RX_ROUTE","INTRACARDIAC","Intracardiac  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4156705","From N3C","4156705"
"PRESCRIBING","RX_ROUTE","INTRACARTILAGINOUS","Intracartilaginous  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4303676","From N3C","4303676"
"PRESCRIBING","RX_ROUTE","INTRACAVERNOUS","Intracavernous  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","40492302","From N3C","40492302"
"PRESCRIBING","RX_ROUTE","INTRACEREBRAL","Intracerebral  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","40488317","From N3C","40488317"
"PRESCRIBING","RX_ROUTE","INTRACEREBROVENTRICULAR","Intracerebroventricular  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4224886","From N3C","4224886"
"PRESCRIBING","RX_ROUTE","INTRACISTERNAL","Intracisternal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4305993","From N3C","4305993"
"PRESCRIBING","RX_ROUTE","INTRACOLONIC","Intracolonic  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","40489990","From N3C","40489990"
"PRESCRIBING","RX_ROUTE","INTRACORNEAL","Intracorneal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4305690","From N3C","4305690"
"PRESCRIBING","RX_ROUTE","INTRACORONAL","Intracoronal  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4303667","From N3C","4303667"
"PRESCRIBING","RX_ROUTE","INTRACORONARY","Intracoronary  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","4186836","From N3C","4186836"
"PRESCRIBING","RX_ROUTE","INTRACORPUS_CAVERNOSUM","Intracorpus  cavernosum  route  (qualifier  value)","DRUG_EXPOSURE","ROUTE_CONCEPT_ID","40492302","From N3C","40492302"
